url,description,price,square_feet,bedrooms,neighborhood
https://sfbay.craigslist.org/sby/apa/d/milpitas-nice-private-room-with-private/7085197614.html,出租Nice private room with private entrance & private bathroom,900.0,120.0,1.0,milpitas
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-lovely-nob-hill/7081377192.html,"Furnished, Lovely Nob Hill 1BR w/ Gym + Sauna near Union Square",4390.0,650.0,1.0,nob hill
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-convenient/7082777849.html,Furnished Convenient Mission Bay 1BR w/ Gym + Lounge near Caltrain,4390.0,682.0,1.0,"mission bay, san francisco"
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-lower-nob-hill/7073844620.html,"Furnished Lower Nob Hill 1BR w/ Gym + Courtyard, 1 min. from SFMH",3790.0,620.0,1.0,nob hill
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-gorgeous-south/7076888412.html,"Furnished, Gorgeous South Beach 1BR w/ Gym + Pool + Sauna near SF Bay",4390.0,650.0,1.0,soma / south beach
https://sfbay.craigslist.org/sby/apa/d/san-jose-furnished-2br-garden-alameda/7073928582.html,Furnished 2BR Garden Alameda Townhome w/ Gym near Caltrain,3690.0,980.0,2.0,san jose downtown
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-bright-soma/7082598226.html,"Furnished Bright SoMa Studio w/ Gym, Roofdeck, walk to BART",3790.0,472.0,1.0,soma / south beach
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-sleek-lower-nob/7082598166.html,"Furnished Sleek Lower Nob Hill 1BR w/ Gym, Roofdeck, CVS on site",4190.0,650.0,1.0,nob hill
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-roomy-lower-nob/7073825179.html,"Furnished, Roomy Lower Nob Hill 2BR w/ W/D, Lounge, near SFMH",4390.0,620.0,2.0,lower nob hill
https://sfbay.craigslist.org/eby/apa/d/vacaville-wow-great-price-newly/7085197090.html,WOW! GREAT PRICE!! Newly Remodeled 1 Bedroom!,1845.0,574.0,1.0,fairfield / vacaville
https://sfbay.craigslist.org/sby/apa/d/mountain-view-furnished-airy-dt/7069490770.html,"Furnished, Airy DT Mountain View 1BR w/ Pool, Gym, near Caltrain",4190.0,700.0,1.0,mountain view
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-central-lower/7082599070.html,"Furnished, Central Lower Nob Hill 2BR w/ W/D, easy access to FIDI",4790.0,1050.0,2.0,lower nob hill
https://sfbay.craigslist.org/eby/apa/d/san-pablo-stainless-steel-appls-brand/7085196893.html,Stainless Steel Appls || Brand New 2+2 Richmond Marina Adjacent,2395.0,920.0,2.0,richmond / point / annex
https://sfbay.craigslist.org/eby/apa/d/vacaville-home-sweet-home-2-bedroom/7085196885.html,Home Sweet Home! 2 Bedroom Townhome at Woodcrest!,2045.0,1047.0,2.0,fairfield / vacaville
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-mod-mission/7074432902.html,"Furnished, Mod Mission Dolores 1BR w/ W/D, walk to Dolores Park",4190.0,620.0,1.0,mission dolores
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-chic-mission/7078974594.html,"Furnished, Chic Mission Bay 1BR w/ Gym, W/D, 2 minute to Gus's Market",4190.0,650.0,1.0,mission bay
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-sunlit-soma-2br/7082599213.html,"Furnished, Sunlit SoMa 2BR w/ Gym, Patio, walk to Tech HQ & BART",5190.0,1000.0,2.0,soma / south beach
https://sfbay.craigslist.org/sby/apa/d/san-jose-3bd-25ba-spacious-2-story/7085196661.html,"3BD/2.5BA - Spacious, 2-story Single Family Home - Available 5/14!",3600.0,1665.0,3.0,san jose south
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-alamo-sq-studio/7082599163.html,"Furnished Alamo Sq Studio facing Park, walk to Tech Shuttle",3990.0,505.0,1.0,alamo square / nopa
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-open-hayes/7076938905.html,"Furnished, Open Hayes Valley Studio w/ Rooftop, W/D, 1 min to BART",3590.0,460.0,1.0,hayes valley
https://sfbay.craigslist.org/eby/apa/d/oakland-2-bedroom-1-bath-plus-car-garage/7085196436.html,2 bedroom 1 bath plus car garage,2000.0,780.0,2.0,oakland east
https://sfbay.craigslist.org/sby/apa/d/milpitas-nice-room-with-private/7085196397.html,出租Nice room with private entrance & full bathroom,900.0,120.0,1.0,san jose north
https://sfbay.craigslist.org/sby/apa/d/san-jose-2-bed-1-bath-duplex-near-story/7085196318.html,2 Bed 1 Bath Duplex Near Story/King San Jose,1875.0,,2.0,san jose east
https://sfbay.craigslist.org/sfc/apa/d/berkeley-beautiful-redwood-home-with/7085196125.html,BEAUTIFUL REDWOOD HOME WITH MILLION-DOLLAR PANORAMIC SF VIEW,4800.0,1600.0,2.0,financial district
https://sfbay.craigslist.org/sfc/apa/d/mountain-view-furnished-spacious-dt/7075207791.html,"Furnished, Spacious DT Mountain View 2BR w/ Gym, Pool, Parking, W/D",4690.0,950.0,2.0,mountain view
https://sfbay.craigslist.org/eby/apa/d/fairfield-1-2-off-1st-month-rent2x2-in/7076266201.html,1/2 OFF 1ST MONTH RENT!!2X2 In Green Valley Area 1 Car attached Garage,2495.0,1165.0,2.0,fairfield / vacaville
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-serene-hayes/7076923381.html,"Furnished, Serene Hayes Valley Studio w/ Rooftop, W/D, 1 min to BART",3590.0,460.0,1.0,hayes valley
https://sfbay.craigslist.org/eby/apa/d/fairfield-1-2-off-1st-month-rent2x2-in/7076265988.html,1/2 OFF 1ST MONTH RENT!!2X2 In Green Valley Area 1 Car attached Garage,2495.0,1165.0,2.0,fairfield / vacaville
https://sfbay.craigslist.org/eby/apa/d/room-for-rent/7085195914.html,Room for rent,800.0,,1.0,pittsburg / antioch
https://sfbay.craigslist.org/sby/apa/d/santa-clara-hidden-gem-with-500-off-you/7085189475.html,Hidden Gem with $500 OFF you have to see!!!,2095.0,,1.0,santa clara
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-spacious-south/7082622290.html,"Furnished, Spacious South Beach 2BR w/ 3 Pools, Cinema near MUNI",4790.0,913.0,2.0,soma / south beach
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-homey-hayes/7074433041.html,"Furnished, Homey Hayes Valley Studio, easy highway access (101/I-80)",3990.0,550.0,1.0,hayes valley
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-bright-hayes/7074423500.html,"Furnished, Bright Hayes Valley Studio w/ Gym, walk to Tech HQs",3990.0,450.0,1.0,hayes valley
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2br-pacific-heights/7085195633.html,2BR  Pacific Heights,3300.0,700.0,2.0,pacific heights
https://sfbay.craigslist.org/nby/apa/d/santa-rosa-spacious-apartment-near/7080258812.html,Spacious apartment near downtown,1475.0,658.0,1.0,santa rosa
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-rad-south-beach/7075239689.html,"Furnished, Rad South Beach Studio w/ 3 Pools, Spa, facing the water",3590.0,460.0,1.0,soma / south beach
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-stylish-soma/7073952465.html,"Furnished, Stylish SoMa Studio w/ Gym, Roofdeck, walk to Tech HQs",3690.0,515.0,1.0,soma / south beach
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-sunlit-soma/7078973996.html,"Furnished, Sunlit SoMA studio w/ Gym, Roofdeck, tons of light",3690.0,460.0,1.0,soma / south beach
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-chic-south/7073938963.html,"Furnished, Chic South Beach Studio w/ 3 Pools, Spa, by the water",3390.0,460.0,1.0,soma / south beach
https://sfbay.craigslist.org/eby/apa/d/vacaville-feel-at-home-here-at-camden/7085195370.html,🏠 Feel At HOME Here at Camden Parc! 🏠,1975.0,992.0,2.0,fairfield / vacaville
https://sfbay.craigslist.org/sby/apa/d/milpitas-900-nice-room-with-private/7083807929.html,出租$900 nice room with private bathroom & private entrance,900.0,120.0,1.0,milpitas
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-premium-south/7074432957.html,"Furnished, Premium South Beach Studio w/ pools, spa near SF Bay",3390.0,460.0,1.0,soma / south beach
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-rad-soma-1br/7073957812.html,"Furnished, Rad SoMa 1BR w/ Gym + Doorman, walk to Uber, Twitter, Dolby",3990.0,700.0,1.0,soma / south beach
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fully-furnished/7085195159.html,FULLY FURNISHED CONDOMINIUM AT THE POTRERO - TOP FLOOR UNIT WITH CITY,4500.0,650.0,1.0,potrero hill
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-1br-building-is/7082129067.html,"Furnished 1BR, building is on the National Register of Historic Places",3890.0,600.0,1.0,nob hill
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-hip-hayes/7081362720.html,"Furnished, Hip Hayes Valley Studio w/Gym, near Muni",4090.0,449.0,1.0,nob hill
https://sfbay.craigslist.org/eby/apa/d/vacaville-sleep-soundly-here-at-camden/7085195050.html,💤 Sleep Soundly Here at Camden Parc!😊,2000.0,992.0,2.0,fairfield / vacaville
https://sfbay.craigslist.org/nby/apa/d/sebastopol-beautiful-3-br-2-ba-house/7085194849.html,Beautiful 3 Br. 2 BA house,4900.0,,3.0,sebastopol
https://sfbay.craigslist.org/eby/apa/d/vacaville-specials-limited-vacants/7085194836.html,✅ SPECIALS w/LIMITED VACANTS! Hurry In TODAY!,1975.0,992.0,2.0,fairfield / vacaville
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-well-appointed/7076911321.html,"Furnished, Well-appointed SoMa 2BR w/ W/D, Gym + Roofdeck",5690.0,950.0,2.0,soma / south beach
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-chic-castro-2br/7083252838.html,"Furnished, Chic Castro 2BR w/ Lounge + W/D, near Muni rail",5390.0,848.0,2.0,castro / upper market
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-gorgeous-north/7074433830.html,"Furnished, Gorgeous North Beach Loft, near Muni rail + SF Bay",3890.0,550.0,1.0,north beach / telegraph hill
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-sunny-1br-nob/7075202980.html,"Furnished, Sunny 1BR Nob Hill Grace Cathedral views, w/ Gym",3990.0,550.0,1.0,nob hill
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-telegraph-hill/7076839563.html,"Furnished, Telegraph Hill 1BR, Gym, near Coit Tower & Pier 39",3990.0,644.0,1.0,telegraph hill
https://sfbay.craigslist.org/eby/apa/d/vacaville-amazing-amenities-here-at/7085194421.html,♦️ Amazing Amenities Here at Camden Parc! SPECIALS LIMITED ♦️,2000.0,992.0,2.0,fairfield / vacaville
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fully-furnished-charming/7077656717.html,"Fully Furnished, Charming + Sunny 1BR SoMa, w/ Gym, near BART",3990.0,650.0,1.0,soma / south beach
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-stylish-2br-nob/7082142114.html,"Furnished, Stylish 2BR Nob Hill w/ W/D, lounge, near Union Sq",4990.0,730.0,2.0,nob hill
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-quality-value-location/7085194083.html,"Quality & Value, Location & View, See it for Yourself !",3199.0,900.0,1.0,inner sunset / ucsf
https://sfbay.craigslist.org/eby/apa/d/vallejo-vallejo-home-for-rent-3-bed-2/7070867347.html,"VALLEJO HOME FOR RENT, 3 BED, 2 BATH",2150.0,,3.0,vallejo / benicia
https://sfbay.craigslist.org/eby/apa/d/vallejo-vallejo-house-for-rent-4-bed-2/7078362720.html,"VALLEJO HOUSE FOR RENT, 4 BED, 2 BATH",2500.0,,4.0,vallejo / benicia
https://sfbay.craigslist.org/eby/apa/d/vallejo-vallejo-house-for-rent-4-bed-2/7077034089.html,"VALLEJO HOUSE FOR RENT, 4 BED, 2 BATH",2395.0,,4.0,vallejo / benicia
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-cozy-nob-hill/7078879957.html,"Furnished, Cozy Nob Hill 1BR, W/D, 7 min walk to Trader Joe's",3590.0,526.0,1.0,nob hill
https://sfbay.craigslist.org/nby/apa/d/2b-15-bath-includes-water-and-garbage/7082734128.html,2B/1.5 Bath Includes Water and Garbage -Near NICE (lake county),1050.0,,2.0,lake county
https://sfbay.craigslist.org/eby/apa/d/oakland-open-today-easy-to-see-above/7085193612.html,OPEN TODAY EASY TO SEE above Hwy 580,2395.0,700.0,2.0,oakland lake merritt / grand
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-quiet-lower/7069485018.html,"Furnished, Quiet Lower Pacific Heights Studio, w/ W/D",3690.0,500.0,1.0,lower pac hts
https://sfbay.craigslist.org/eby/apa/d/richmond-great-location-your-1br-apt/7071132009.html,"Great Location! Your 1BR apt awaits, Bright living space, Gas cooking",1725.0,650.0,1.0,"hercules, pinole, san pablo, el sob"
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-alamo-square/7078829614.html,"Furnished, Alamo Square Studio w/ Amazing Park Views, W/D",3990.0,505.0,1.0,alamo square / nopa
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-renovated-apartment/7085177095.html,Newly Renovated Apartment w/ Shared Yard & Laundry **Video Tour**,3995.0,,1.0,potrero hill
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fully-furnished-2br-soma/7078960186.html,"Fully Furnished 2BR, SoMa, Gym, Doorman, walk to Civic Center",4590.0,800.0,2.0,soma / south beach
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-spacious-rincon/7082598328.html,"Furnished, Spacious Rincon Hill 1BR w/ Gym, right by Twilio",4990.0,825.0,1.0,rincon hill
https://sfbay.craigslist.org/pen/apa/d/palo-alto-private-backyard-cottage/7085193165.html,Private backyard cottage,3000.0,600.0,1.0,palo alto
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-roomy-hayes/7069536265.html,"Furnished, Roomy Hayes Valley 2BR, w/Gym, near Muni lightrail",5990.0,1072.0,2.0,hayes valley
https://sfbay.craigslist.org/scz/apa/d/one-bedroom-one-bath-condo/7085193084.html,One Bedroom/One Bath Condo,2095.0,700.0,1.0,"monterey,ca"
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-1br-south-beach/7081413518.html,"Furnished 1BR South Beach, w/ Balcony + Spa, next to SF Bay",4190.0,636.0,1.0,soma / south beach
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-1br-soma-gym/7074443762.html,"Furnished, 1BR, SoMa, w/ Gym, Doorman, walk to BART",3590.0,735.0,1.0,soma / south beach
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-ccsfsfsu-studio-for-rent/7071918183.html,"近CCSF,SFSU Studio for rent (适合学生)",1380.0,,1.0,ingleside / sfsu / ccsf
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fully-furnished-ample/7077533878.html,"Fully Furnished, Ample Pacific Heights 2BR by cable car, w/ W/D",4990.0,900.0,2.0,lower pac hts
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-homey-polk/7073794237.html,"Furnished, Homey Polk Goulch 2BR, W/D, walk to Lafayette Park",5390.0,1036.0,2.0,pacific heights
https://sfbay.craigslist.org/eby/apa/d/pittsburg-air-conditioning-electric/7079232479.html,"Air Conditioning, Electric Range, Ceiling Fans",1975.0,866.0,2.0,pittsburg / antioch
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-modern-1br/7082659062.html,"Furnished, Modern 1BR Telegraph HIll, w/Gym, near Coit Tower",3990.0,580.0,1.0,telegraph hill
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-cozy-south-park/7078960692.html,"Furnished, Cozy South Park Studio, near Caltrain & South Park",3790.0,425.0,1.0,south park
https://sfbay.craigslist.org/nby/apa/d/napa-large-2-bedroom-condo-near/7085190668.html,"Large 2 bedroom Condo Near Downtown Napa, 2 Bathrooms",2300.0,,2.0,napa county
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-homey-noe/7082635166.html,"Furnished, Homey Noe Valley 1BR, W/D, near Muni lightrail",3990.0,600.0,1.0,noe valley
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-dreamy-1br/7075187632.html,"Furnished, Dreamy 1BR South Beach, w/ Pool, next to SF Bay",4390.0,650.0,1.0,south beach
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-student-housing-in-outer/7075854088.html,Student Housing In Outer Sunset,4300.0,,3.0,sunset / parkside
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-modern-1br/7081366621.html,"Furnished, Modern 1BR Mission Bay, w/ Gym, close to Caltrain",4690.0,720.0,1.0,soma / south beach
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-sleek-1br-soma/7077654956.html,"Furnished Sleek 1BR SoMa, w/ Gym, A/C, roof deck + game room",4690.0,709.0,1.0,soma / south beach
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-sharp-1br-soma/7069497716.html,"Furnished, Sharp 1BR SoMa w/ Gym, A/C, dog run + game room",4590.0,708.0,1.0,soma
https://sfbay.craigslist.org/nby/apa/d/san-rafael-close-to-hwy-101-and-civic/7083596869.html,Close to Hwy 101 and Civic Ctr. Abuts Open Space,1759.0,,1.0,san rafael
https://sfbay.craigslist.org/pen/apa/d/san-fernando-nice-schools-3-bedroom/7081954373.html,Nice schools 3 bedroom 2bth trendy master bedroom,1150.0,1198.0,3.0,california
https://sfbay.craigslist.org/sby/apa/d/trinity-center-newly-renovated-3/7076064557.html,Newly renovated 3 bedroom 2 bathrooms  master suite,1200.0,2292.0,3.0,california
https://sfbay.craigslist.org/pen/apa/d/redwood-city-completely-remodeled-large/7081888270.html,Completely Remodeled Large 1B/1B @ an Excellent Location | Must See,2895.0,,1.0,redwood city
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fully-furnished-soma-1br/7073958826.html,"Fully Furnished, SoMa 1BR w/ Gym + Doorman, near Civic Center",3590.0,700.0,1.0,soma/south beach
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-gorgeous-lower/7069430922.html,"Furnished, Gorgeous Lower Nob Hill 1BR w/ Courtyard + Roofdeck",3790.0,666.0,1.0,lower nob hill
https://sfbay.craigslist.org/sby/apa/d/san-jose-2-bedroom-1-bath/7085189639.html,2 bedroom 1 bath,2800.0,850.0,2.0,san jose west
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-bright-lower/7076832108.html,"Furnished, Bright Lower Nob Hill 1BR w/Roofdeck, near Union Sq",3790.0,695.0,1.0,lower nob hill
https://sfbay.craigslist.org/nby/apa/d/napa-beautiful-1bed-1bath-duplex-in/7074250820.html,"Beautiful 1bed/1bath Duplex in Alta Heights, Pets Ok",1795.0,,1.0,napa county
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fully-furnished-sleek/7075212114.html,"Fully Furnished, Sleek Dogpatch 2BR w/ Gym at 23rd St Muni Stop",5190.0,892.0,2.0,potrero hill
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-airy-nob-hill/7075147889.html,"Furnished, Airy Nob Hill 1BR w/ Sauna + Gym, near Union Sq",4590.0,750.0,1.0,nob hill
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-hip-nob-hill/7078836394.html,"Furnished, Hip Nob Hill 1BR w/ Balcony + Views, near Union Sq",4590.0,750.0,1.0,nob hill
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-cozy-soma-1br/7073974864.html,"Furnished, Cozy SoMa 1BR w/ Gym + Doorman, near Civic Center",3490.0,700.0,1.0,soma
https://sfbay.craigslist.org/nby/apa/d/napa-beautiful-condo-in-napa-2bed-15/7082520041.html,"Beautiful Condo in Napa, 2bed/1.5 bath, Pets Okay",2500.0,,2.0,napa county
https://sfbay.craigslist.org/eby/apa/d/oakland-charm-and-location/7085189050.html,Charm and Location,2950.0,940.0,1.0,oakland north / temescal
https://sfbay.craigslist.org/sby/apa/d/santa-clara-3bd-2ba-upgraded-home-in/7085189005.html,3BD/2BA - Upgraded Home in Desirable Location - Available 5/14!,3700.0,1100.0,3.0,santa clara
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-great-spacious-apartment/7085188601.html,Great spacious apartment in Sunset,1750.0,280.0,1.0,sunset / parkside
https://sfbay.craigslist.org/pen/apa/d/belmont-updated-spacious-belmont/7083746399.html,Updated Spacious Belmont Hillside Home w/Views!,5500.0,2500.0,4.0,belmont
https://sfbay.craigslist.org/sby/apa/d/santa-clara-wonderful-1-bedroom-1-bath/7076744758.html,wonderful 1-bedroom 1-bath Condo,2000.0,648.0,1.0,sunnyvale
https://sfbay.craigslist.org/sfc/apa/d/cozy-in-law-ideal-for-students/7081274733.html,Cozy In-law | Ideal for Students,2250.0,,2.0,ingleside / sfsu / ccsf
https://sfbay.craigslist.org/eby/apa/d/hayward-charming-and-amazing-1bed-1bath/7076730181.html,Charming and amazing 1bed 1bath,2000.0,982.0,1.0,hayward / castro valley
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-best-location-fully/7070165710.html,"=====Best Location, Fully Renovated Nob Hill Studio=====",1699.0,,1.0,nob hill
https://sfbay.craigslist.org/eby/apa/d/oakland-2-bedroom-25-bathroom-tolar/7085187423.html,2 bedroom 2.5 bathroom Tolar Heights,1650.0,1044.0,2.0,oakland east
https://sfbay.craigslist.org/scz/apa/d/capitola-charming-2-bd-1-ba-cottage/7083814500.html,Charming 2 BD/1 BA cottage located a block from Capitola Beach!,2650.0,,2.0,capitola
https://sfbay.craigslist.org/sby/apa/d/san-jose-single-family-home-2beds/7082295799.html,Single family home 2beds 2baths available for move in,2700.0,950.0,2.0,san jose west
https://sfbay.craigslist.org/nby/apa/d/union-city-union-city-in-law-1-br-ba/7078350856.html,"Union City In Law 1 br/ba, private entrance, Laundry on site",1495.0,300.0,1.0,union city
https://sfbay.craigslist.org/eby/apa/d/tracy-5-bed-4-bath-3251-sqft-single/7085185712.html,"5 bed, 4 bath, 3,251 sqft Single-Family Home for $3,400 in Tracy.",3400.0,3250.0,5.0,dublin / pleasanton / livermore
https://sfbay.craigslist.org/eby/apa/d/san-ramon-beautiful-newcastle-4bd-3ba/7083819784.html,"Beautiful Newcastle 4bd/3ba, plus a huge bonus room in San Ramon",4600.0,3020.0,4.0,danville / san ramon
https://sfbay.craigslist.org/eby/apa/d/hayward-beautiful-hayward-3bed-2bath/7085185004.html,Beautiful Hayward 3bed/2bath SFH Available Now!,2950.0,1300.0,3.0,hayward / castro valley
https://sfbay.craigslist.org/eby/apa/d/berkeley-1bd-edwardian-close-to-college/7085182752.html,"1bd Edwardian close to College Ave., huge yard and garden",2600.0,,1.0,oakland rockridge / claremont
https://sfbay.craigslist.org/scz/apa/d/santa-cruz-westside-updated-bungalow/7081026240.html,Westside Updated Bungalow w/Det Office,3750.0,1100.0,2.0,santa cruz
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-soma-luxury-flat-fabulous/7072845854.html,SoMa | Luxury Flat w/ Fabulous Terrace | SoMa,5200.0,,2.0,soma / south beach
https://sfbay.craigslist.org/sby/apa/d/milpitas-2-125condo/7085181626.html,2房-1.25卫生间condo 拎包入住,2400.0,842.0,2.0,milpitas
https://sfbay.craigslist.org/nby/apa/d/healdsburg-bright-new-home/7075841057.html,Bright New Home,3250.0,1605.0,3.0,healdsburg / windsor
https://sfbay.craigslist.org/pen/apa/d/san-mateo-covered-parking-resident/7082498166.html,"Covered Parking, Resident Portal with Online Rent Payments, Playground",2655.0,550.0,,san mateo
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-soma-industrial-chic/7073482958.html,SoMa | Industrial Chic Townhouse | Design District | Mission Bay,4997.0,,2.0,soma / south beach
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lovely-bright-2-bed-1/7077976878.html,Lovely Bright 2 Bed/ 1 Bath Upper Unit with New Appliances,3700.0,1327.0,2.0,visitacion valley
https://sfbay.craigslist.org/eby/apa/d/oakland-beautiful-oak-floors-gas/7079078069.html,"Beautiful Oak floors, gas fireplace, great neighborhood, parking",2195.0,800.0,1.0,oakland hills / mills
https://sfbay.craigslist.org/eby/apa/d/san-leandro-looking-to-open-licensed/7077734201.html,Looking to open licensed board and care,3500.0,1250.0,3.0,san leandro
https://sfbay.craigslist.org/sby/apa/d/san-jose-2bd-2ba-apartment-with-two/7074980930.html,2bd 2ba apartment with two parking spaces,2300.0,900.0,2.0,san jose west
https://sfbay.craigslist.org/sby/apa/d/los-gatos-very-nice-2-bedroom-home-walk/7085163649.html,"Very nice 2 bedroom home, walk to many stores, very central. Beautiful Remodel. ",3200.0,1000.0,2.0,santa clara
https://sfbay.craigslist.org/eby/apa/d/oakland-studio-in-4plex-includes-all/7085179385.html,"Studio in 4plex Includes all utilites, remodeled Kitchen & Bathroom",1445.0,423.0,1.0,oakland hills / mills
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-great-single-family-home/7085178984.html,Great single family home in a fantastic Noe Valley location ~ J.Wavro,11500.0,,4.0,noe valley
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-unfurnished-4th-floor/7083971693.html,"Unfurnished 4th Floor Condo w/ Roof Deck, BBQ Area, & Parking**Video**",3395.0,,1.0,downtown / civic / van ness
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-jr-one-available-now/7085178340.html,JR ONE Available NOW - Hardwood Floors - BRIGHT with VIEW,2450.0,,1.0,nob hill
https://sfbay.craigslist.org/eby/apa/d/port-costa-studio-apartment-in-port/7085178330.html,STUDIO/APARTMENT IN PORT COSTA,1500.0,440.0,1.0,"hercules, pinole, san pablo, el sob"
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-home-tuesday/7083403544.html,►OPEN HOME TUESDAY ► REMODELED FLAT!,3299.0,,1.0,glen park
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-soma-modern-luxury-in-the/7073301127.html,SoMa | Modern Luxury in the Heart of the City | San Francisco,5250.0,,2.0,soma / south beach
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-sunny-flat-near-ocean/7085177769.html,"New! Sunny Flat near Ocean Beach w/ Hardwood Floors, Dishwasher & Yard",3400.0,,2.0,richmond / seacliff
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-2-bed-unfurn/7085177466.html,Remodeled 2+ Bed Unfurn House w/ Views & 3 Car Parking **Video Tour**,5995.0,1400.0,2.0,bernal heights
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-dogpatch-the-mariposa/7074520142.html,Dogpatch | THE MARIPOSA | LUXURY FURNISHED APARTMENTS | Potrero Hill,4000.0,,,potrero hill
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-3bd-15ba-excelsior/7085177455.html,Large 3bd/1.5ba Excelsior District House ~ J.Wavro,4300.0,,3.0,excelsior / outer mission
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-the-mariposa-luxury/7081731970.html,THE MARIPOSA | LUXURY FURNISHED APARTMENTS | MISSION BAY,6400.0,,2.0,potrero hill
https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-home-roofdeck-2/7083345713.html,Remodeled Home w/RoofDeck & 2 Car Pkg nr Stern Grove*VIDEO*SFCityRents,5400.0,,3.0,sunset / parkside
